,category,customer_type,unit_price,quantity,total,payment_type,lvl_estoque_past,lvl_estoque_to_predict,mean,median,min,max,std,var,day_of_week,is_weekend,hour,turn
2143,vegetables,gold,4.49,3,13.47,credit card,0.3,0.61,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2144,vegetables,standard,0.49,3,1.47,cash,0.63,0.52,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2145,vegetables,non-member,4.19,1,4.19,cash,0.67,0.81,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2146,vegetables,gold,4.99,2,9.98,cash,0.9,0.37,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2147,vegetables,premium,0.49,4,1.96,cash,0.63,0.52,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2148,vegetables,gold,4.49,4,17.96,credit card,0.3,0.61,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2149,vegetables,standard,0.49,2,0.98,debit card,0.63,0.52,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2150,vegetables,non-member,4.99,3,14.97,debit card,0.9,0.37,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2151,vegetables,standard,2.49,3,7.470000000000001,credit card,0.02,0.45,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2152,vegetables,gold,2.49,2,4.98,credit card,0.02,0.45,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2153,vegetables,non-member,1.49,1,1.49,credit card,0.57,0.34,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2154,refrigerated items,basic,5.99,1,5.99,e-wallet,0.03,0.57,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2155,refrigerated items,basic,6.99,1,6.99,credit card,0.95,0.02,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2156,refrigerated items,non-member,10.99,3,32.97,e-wallet,0.69,0.81,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2157,refrigerated items,premium,5.99,4,23.96,credit card,0.77,0.16,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2158,refrigerated items,gold,8.19,3,24.57,cash,0.54,0.49,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2159,refrigerated items,standard,6.19,2,12.38,debit card,0.42,0.19,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2160,refrigerated items,non-member,3.19,4,12.76,debit card,0.38,0.89,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2161,frozen,gold,13.19,2,26.38,debit card,0.04,0.7,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2162,frozen,standard,13.49,3,40.47,debit card,0.82,0.32,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2163,frozen,premium,5.99,4,23.96,debit card,0.98,0.11,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2164,frozen,standard,7.49,1,7.49,e-wallet,0.09,0.55,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2165,frozen,standard,8.99,3,26.97,debit card,0.25,0.37,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2166,canned foods,basic,8.49,2,16.98,debit card,0.32,0.3,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2167,canned foods,basic,8.49,2,16.98,cash,0.32,0.3,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2168,canned foods,standard,8.99,4,35.96,cash,0.86,0.88,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2169,packaged foods,basic,6.19,4,24.76,cash,0.39,0.95,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2170,packaged foods,gold,8.49,2,16.98,e-wallet,0.15,0.32,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2171,packaged foods,basic,3.49,4,13.96,cash,0.65,0.48,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2172,packaged foods,gold,4.99,1,4.99,credit card,0.23,0.97,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2173,packaged foods,non-member,7.19,2,14.38,cash,0.42,0.69,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2174,packaged foods,premium,2.99,2,5.98,debit card,0.72,1.0,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2175,condiments and sauces,gold,9.99,3,29.97,debit card,0.2,0.88,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2176,condiments and sauces,standard,5.49,2,10.98,credit card,0.88,0.79,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2177,condiments and sauces,basic,9.49,2,18.98,cash,0.26,0.18,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2178,dairy,premium,9.19,4,36.76,debit card,0.43,0.83,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2179,dairy,standard,8.19,3,24.57,credit card,0.38,0.31,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2180,dairy,standard,7.19,4,28.76,credit card,0.49,0.61,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2181,dairy,standard,7.19,4,28.76,credit card,0.49,0.61,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2182,cheese,gold,6.49,3,19.47,credit card,0.39,0.07,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2183,cheese,non-member,13.99,1,13.99,cash,0.96,0.46,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2184,cheese,premium,13.99,2,27.98,cash,0.96,0.46,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2185,meat,basic,19.99,1,19.99,cash,0.24,0.51,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2186,meat,standard,12.49,4,49.96,debit card,0.73,0.93,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2187,meat,non-member,20.49,1,20.49,debit card,0.36,0.78,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2188,meat,premium,18.49,4,73.96,credit card,0.23,0.85,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2189,baked goods,standard,5.49,4,21.96,credit card,0.93,0.45,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2190,baked goods,standard,4.99,4,19.96,debit card,0.91,0.81,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2191,baked goods,standard,10.49,1,10.49,e-wallet,0.97,0.49,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2192,baked goods,gold,10.99,3,32.97,cash,0.56,0.44,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2193,baked goods,premium,10.19,1,10.19,credit card,0.85,0.92,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2194,baked goods,gold,10.49,3,31.47,debit card,0.93,0.7,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2195,baked goods,gold,4.19,3,12.57,debit card,0.93,0.68,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2196,baking,premium,2.49,3,7.470000000000001,cash,0.91,0.16,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2197,baking,basic,2.99,4,11.96,debit card,0.93,0.75,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2198,baking,non-member,7.49,1,7.49,e-wallet,1.0,0.86,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2199,baking,gold,2.49,3,7.470000000000001,credit card,0.8,0.94,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2200,snacks,gold,3.99,4,15.96,credit card,0.68,0.51,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2201,snacks,gold,4.99,3,14.97,e-wallet,0.86,0.33,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2202,baby products,gold,10.19,1,10.19,debit card,0.38,0.63,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2203,baby products,premium,13.49,3,40.47,cash,0.5,0.65,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2204,baby products,standard,12.19,1,12.19,e-wallet,0.09,0.32,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2205,pets,non-member,8.19,4,32.76,cash,0.46,0.62,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2206,pets,standard,14.19,4,56.76,debit card,0.21,0.89,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2207,personal care,gold,8.49,2,16.98,e-wallet,0.36,0.31,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2208,medicine,basic,20.99,3,62.97,debit card,0.44,0.2,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2209,medicine,premium,10.19,1,10.19,cash,0.06,0.65,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2210,kitchen,gold,18.49,4,73.96,cash,0.51,0.92,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2211,kitchen,non-member,18.49,3,55.47,cash,0.51,0.92,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2212,kitchen,basic,17.19,3,51.57000000000001,cash,0.62,0.22,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2213,kitchen,gold,10.19,3,30.57,e-wallet,0.66,0.29,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2214,cleaning products,standard,7.49,2,14.98,debit card,0.74,0.94,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2215,cleaning products,non-member,7.49,4,29.96,credit card,0.74,0.94,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2216,cleaning products,gold,16.99,1,16.99,credit card,0.34,0.72,-0.08408637873754155,0.14,-30.26,34.97,12.669296464781056,160.51107291251375,2,no,15,afternoon
2217,fruit,standard,0.19,4,0.76,debit card,0.09,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2218,fruit,gold,0.19,2,0.38,debit card,0.09,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2219,fruit,non-member,4.49,1,4.49,e-wallet,0.68,0.64,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2220,fruit,premium,0.19,2,0.38,credit card,0.37,0.89,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2221,fruit,basic,0.49,4,1.96,credit card,0.66,0.33,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2222,fruit,basic,4.49,1,4.49,e-wallet,0.68,0.64,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2223,fruit,premium,0.19,4,0.76,credit card,0.37,0.89,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2224,fruit,standard,3.99,1,3.99,debit card,0.71,0.66,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2225,fruit,gold,3.99,3,11.97,debit card,0.71,0.66,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2226,fruit,standard,3.99,3,11.97,debit card,0.64,0.55,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2227,fruit,non-member,0.19,3,0.5700000000000001,cash,0.37,0.89,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2228,fruit,standard,0.19,2,0.38,credit card,0.37,0.89,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2229,fruit,non-member,0.19,2,0.38,debit card,0.09,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2230,fruit,basic,0.19,4,0.76,credit card,0.09,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2231,fruit,premium,0.19,4,0.76,cash,0.37,0.89,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2232,fruit,basic,1.49,1,1.49,credit card,0.7,0.29,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2233,vegetables,standard,1.99,2,3.98,debit card,0.12,0.2,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2234,vegetables,non-member,2.49,4,9.96,debit card,0.12,0.82,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2235,vegetables,non-member,0.49,1,0.49,debit card,0.7,0.35,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2236,vegetables,standard,1.19,2,2.38,e-wallet,0.93,0.96,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2237,vegetables,standard,0.49,1,0.49,cash,0.7,0.35,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2238,vegetables,non-member,1.49,4,5.96,cash,0.65,0.4,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2239,vegetables,standard,4.19,4,16.76,debit card,0.91,0.82,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2240,vegetables,gold,1.49,2,2.98,credit card,0.65,0.4,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2241,vegetables,basic,1.49,3,4.47,e-wallet,0.31,0.93,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2242,vegetables,non-member,1.99,4,7.96,e-wallet,0.12,0.2,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2243,refrigerated items,standard,6.19,4,24.76,e-wallet,0.75,0.82,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2244,refrigerated items,premium,5.99,4,23.96,e-wallet,0.69,0.59,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2245,refrigerated items,gold,3.49,3,10.47,cash,0.19,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2246,refrigerated items,standard,3.49,2,6.98,credit card,0.19,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2247,frozen,gold,13.49,3,40.47,cash,0.11,0.28,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2248,frozen,standard,8.19,1,8.19,e-wallet,0.56,0.98,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2249,frozen,premium,12.49,1,12.49,e-wallet,0.62,0.64,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2250,frozen,premium,13.19,2,26.38,cash,0.99,0.32,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2251,frozen,non-member,11.19,4,44.76,credit card,0.9,0.95,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2252,frozen,basic,13.19,2,26.38,e-wallet,0.99,0.32,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2253,spices and herbs,standard,3.99,2,7.98,cash,0.87,0.01,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2254,spices and herbs,basic,3.99,4,15.96,e-wallet,0.87,0.01,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2255,canned foods,standard,7.19,2,14.38,e-wallet,0.5,0.05,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2256,canned foods,gold,8.99,1,8.99,credit card,0.6,0.14,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2257,canned foods,basic,2.49,4,9.96,credit card,1.0,0.17,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2258,canned foods,standard,2.99,2,5.98,debit card,0.39,0.37,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2259,canned foods,standard,2.49,4,9.96,credit card,1.0,0.17,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2260,canned foods,basic,2.49,4,9.96,e-wallet,0.82,0.76,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2261,packaged foods,non-member,2.99,2,5.98,e-wallet,0.97,0.47,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2262,packaged foods,basic,4.99,4,19.96,debit card,0.29,0.51,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2263,packaged foods,premium,6.19,4,24.76,credit card,0.65,0.74,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2264,packaged foods,non-member,7.19,1,7.19,cash,0.7,0.9,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2265,condiments and sauces,premium,9.49,1,9.49,cash,0.5,0.06,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2266,condiments and sauces,standard,7.99,2,15.98,debit card,0.06,0.33,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2267,condiments and sauces,non-member,3.99,3,11.97,credit card,0.25,0.93,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2268,beverages,gold,16.19,2,32.38,e-wallet,0.02,0.41,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2269,beverages,basic,16.19,1,16.19,debit card,0.02,0.41,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2270,beverages,non-member,15.19,3,45.57,cash,0.78,0.91,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2271,beverages,standard,5.19,1,5.19,e-wallet,0.15,0.96,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2272,beverages,premium,16.19,3,48.57000000000001,credit card,0.02,0.41,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2273,dairy,basic,7.19,4,28.76,credit card,0.52,0.02,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2274,dairy,premium,9.49,3,28.47,debit card,0.55,0.95,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2275,dairy,non-member,7.19,2,14.38,debit card,0.52,0.02,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2276,dairy,non-member,6.49,2,12.98,credit card,0.05,0.56,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2277,dairy,basic,5.99,4,23.96,cash,0.09,0.99,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2278,dairy,non-member,6.49,2,12.98,credit card,0.05,0.56,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2279,cheese,standard,13.99,4,55.96,debit card,0.41,0.67,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2280,cheese,non-member,5.99,3,17.97,debit card,0.46,0.16,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2281,cheese,gold,9.99,2,19.98,cash,0.72,0.01,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2282,meat,non-member,16.19,3,48.57000000000001,cash,0.64,0.88,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2283,meat,basic,8.99,3,26.97,cash,0.76,0.24,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2284,meat,standard,18.49,1,18.49,e-wallet,0.02,0.98,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2285,meat,premium,11.49,2,22.98,e-wallet,0.08,0.03,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2286,meat,gold,14.99,2,29.98,credit card,0.33,0.2,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2287,meat,basic,12.19,2,24.38,debit card,0.36,0.66,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2288,seafood,non-member,18.49,4,73.96,debit card,0.58,0.55,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2289,baked goods,basic,4.19,4,16.76,cash,0.59,0.61,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2290,baked goods,standard,8.49,4,33.96,credit card,0.21,0.04,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2291,baked goods,premium,8.99,1,8.99,credit card,0.22,0.38,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2292,baked goods,premium,10.49,2,20.98,credit card,0.95,0.56,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2293,baked goods,gold,4.19,1,4.19,e-wallet,0.59,0.61,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2294,baked goods,premium,5.99,2,11.98,cash,0.64,0.91,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2295,baked goods,standard,10.49,4,41.96,debit card,0.96,0.57,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2296,baked goods,basic,5.49,4,21.96,debit card,0.86,0.63,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2297,baked goods,basic,5.99,3,17.97,e-wallet,0.64,0.91,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2298,baking,standard,7.99,3,23.97,debit card,0.48,0.18,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2299,baking,non-member,5.99,4,23.96,cash,0.11,0.26,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2300,baking,basic,7.99,1,7.99,credit card,0.1,0.77,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2301,baking,basic,7.99,1,7.99,cash,0.48,0.18,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2302,baking,premium,2.49,1,2.49,debit card,0.72,0.73,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2303,snacks,premium,4.99,1,4.99,e-wallet,0.33,0.56,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2304,snacks,standard,1.99,1,1.99,credit card,0.11,0.14,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2305,baby products,premium,10.19,1,10.19,credit card,0.8,0.95,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2306,baby products,non-member,9.99,4,39.96,e-wallet,0.42,0.42,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2307,baby products,standard,14.19,1,14.19,cash,0.02,0.03,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
2308,baby products,premium,7.19,4,28.76,e-wallet,0.97,0.56,-0.19347169811320758,0.04,-30.98,34.39,11.140589826824112,124.1127416895369,6,yes,16,afternoon
