,category,customer_type,unit_price,quantity,total,payment_type,lvl_estoque_past,mean,median,min,max,std,var,day_of_week,is_weekend,hour,turn,predicao
656,dairy,gold,9.19,1,9.19,debit card,0.46,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4988124448872496
657,dairy,standard,9.49,1,9.49,debit card,0.99,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4937309350853133
658,dairy,non-member,8.19,3,24.57,cash,0.05,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4890247088857892
659,cheese,non-member,6.49,2,12.98,cash,0.64,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4883306341230263
660,cheese,premium,5.49,4,21.96,cash,0.41,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4943566954111286
661,cheese,standard,13.99,4,55.96,cash,0.21,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48267393338785586
662,cheese,standard,11.19,2,22.38,cash,0.83,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4859124082766358
663,cheese,non-member,14.99,4,59.96,credit card,0.09,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4733465600843816
664,meat,non-member,11.49,1,11.49,e-wallet,0.56,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4885634134326624
665,meat,non-member,12.49,4,49.96,debit card,0.06,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4874209373135927
666,meat,premium,11.49,1,11.49,credit card,0.56,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.485473024074168
667,meat,standard,12.49,3,37.47,cash,0.06,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48584410868288774
668,meat,non-member,18.49,1,18.49,cash,0.45,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4794892549834545
669,meat,basic,8.99,1,8.99,e-wallet,0.59,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4921336745272497
670,meat,non-member,16.19,4,64.76,e-wallet,0.76,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4877001210259479
671,meat,standard,14.99,3,44.97,cash,0.92,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4871709521933862
672,meat,non-member,16.19,2,32.38,cash,0.76,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48380530241359226
673,seafood,gold,18.19,1,18.19,e-wallet,0.72,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49111733076521424
674,seafood,non-member,12.49,1,12.49,cash,0.49,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4860382714340535
675,seafood,non-member,16.49,2,32.98,credit card,0.3,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4751751806769892
676,seafood,premium,18.19,3,54.57000000000001,e-wallet,0.72,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49195275726627735
677,baked goods,basic,8.99,1,8.99,e-wallet,0.03,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49443852903156105
678,baked goods,standard,9.99,2,19.98,cash,0.24,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4924698013573227
679,baked goods,gold,6.49,3,19.47,cash,0.88,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5046608508820969
680,baked goods,non-member,8.99,1,8.99,e-wallet,0.03,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49336743333927
681,baked goods,non-member,8.99,1,8.99,credit card,0.03,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4840692217256281
682,baked goods,non-member,7.49,1,7.49,credit card,0.22,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48621366484588424
683,baking,premium,8.19,3,24.57,cash,0.1,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5008006448396132
684,baking,premium,7.99,1,7.99,e-wallet,0.76,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5050937102887502
685,baking,basic,2.19,4,8.76,debit card,0.3,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5024354713574714
686,snacks,non-member,2.99,1,2.99,credit card,0.58,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49179191425044255
687,snacks,standard,4.19,3,12.57,debit card,0.27,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49914695827856653
688,snacks,standard,4.19,4,16.76,debit card,0.27,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49893174734491286
689,snacks,gold,3.19,1,3.19,e-wallet,0.98,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.510078311340392
690,baby products,non-member,15.99,1,15.99,e-wallet,0.93,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4887175299152547
691,pets,standard,8.99,1,8.99,e-wallet,0.25,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49228378418315544
692,pets,basic,9.49,3,28.47,credit card,0.91,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4857631363804685
693,pets,gold,14.49,1,14.49,e-wallet,0.66,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49535290083383166
694,personal care,gold,8.49,3,25.47,cash,0.15,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5013009495535177
695,personal care,non-member,10.99,3,32.97,debit card,0.34,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49431370854248
696,personal care,premium,9.99,1,9.99,e-wallet,0.87,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5026659726282297
697,personal care,premium,6.99,4,27.96,e-wallet,0.51,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5043556503548289
698,medicine,standard,19.99,4,79.96,debit card,0.42,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4894688734490667
699,medicine,basic,22.19,4,88.76,cash,0.29,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4858231914446509
700,medicine,premium,11.49,3,34.47,cash,0.53,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4984382819105881
701,kitchen,gold,16.19,1,16.19,credit card,0.27,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48391013111375264
702,kitchen,gold,10.19,4,40.76,credit card,0.02,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48981477784735755
703,kitchen,gold,18.19,4,72.76,cash,0.15,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49233031930036364
704,kitchen,non-member,18.99,3,56.97,e-wallet,0.37,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.48569425390921395
705,kitchen,premium,10.19,2,20.38,e-wallet,0.02,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.4968988652409116
706,kitchen,premium,15.49,1,15.49,cash,0.48,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.49121361170399325
707,cleaning products,gold,11.99,1,11.99,e-wallet,0.12,-0.16507739938080493,0.18,-30.58,34.63,10.314093757600546,106.38053004057454,0,no,19,night,0.5048381725714421
708,fruit,non-member,3.99,1,3.99,credit card,0.87,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5134833916430993
709,fruit,premium,4.49,4,17.96,credit card,0.9,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5187687201457998
710,fruit,non-member,0.19,1,0.19,cash,0.84,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5243178555292187
711,fruit,standard,3.99,3,11.97,credit card,0.87,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5139106799893778
712,fruit,basic,0.49,2,0.98,debit card,1.0,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5270030224450304
713,fruit,gold,4.49,1,4.49,debit card,0.9,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5299944515025411
714,fruit,gold,4.49,3,13.47,credit card,0.9,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5204260308717009
715,fruit,non-member,4.99,1,4.99,debit card,0.48,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5202630034985034
716,fruit,standard,3.99,3,11.97,e-wallet,0.2,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5206966102143658
717,fruit,gold,1.49,4,5.96,credit card,0.29,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5199370184071654
718,fruit,basic,0.19,1,0.19,credit card,0.84,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5180697434140713
719,fruit,standard,4.99,2,9.98,credit card,0.48,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5118261599317394
720,fruit,non-member,0.49,3,1.47,cash,1.0,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5234775574589964
721,fruit,premium,0.49,1,0.49,credit card,1.0,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5235200167483296
722,fruit,gold,0.19,2,0.38,credit card,0.8,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5239216603997867
723,fruit,non-member,3.99,3,11.97,cash,0.2,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5178207922500184
724,fruit,non-member,0.49,4,1.96,cash,1.0,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5229006350381843
725,vegetables,non-member,1.49,3,4.47,e-wallet,0.8,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5268685929142974
726,vegetables,gold,1.49,3,4.47,debit card,0.8,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5344462859868379
727,vegetables,non-member,4.19,4,16.76,cash,0.06,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5198499136711727
728,vegetables,premium,1.49,1,1.49,e-wallet,0.8,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5340347402882808
729,vegetables,premium,1.49,3,4.47,credit card,0.58,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.522953275338633
730,vegetables,premium,0.49,3,1.47,e-wallet,0.94,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5343605198430196
731,vegetables,premium,1.99,1,1.99,e-wallet,0.77,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5334449150386757
732,vegetables,standard,0.49,2,0.98,debit card,0.94,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5295248772335551
733,vegetables,premium,4.99,1,4.99,cash,0.38,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5271395282548157
734,vegetables,non-member,1.99,3,5.97,debit card,0.68,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5259374999585171
735,vegetables,basic,4.19,3,12.57,e-wallet,0.06,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.523115224103321
736,refrigerated items,non-member,7.19,2,14.38,debit card,0.71,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5180234408637944
737,refrigerated items,standard,8.99,2,17.98,cash,0.9,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5162128077678322
738,refrigerated items,premium,5.99,1,5.99,e-wallet,0.95,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5263002771847587
739,refrigerated items,basic,6.19,1,6.19,cash,0.02,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5155064162460291
740,refrigerated items,standard,8.19,4,32.76,e-wallet,0.37,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5172416697012059
741,refrigerated items,basic,5.99,2,11.98,credit card,0.95,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.511826095825116
742,refrigerated items,basic,7.19,3,21.57,debit card,0.71,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5191726052066141
743,frozen,premium,11.49,3,34.47,e-wallet,0.33,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5213592323313241
744,frozen,non-member,13.99,4,55.96,cash,0.82,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.513854706214149
745,frozen,basic,11.49,4,45.96,debit card,0.33,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5166193848897185
746,spices and herbs,non-member,5.49,2,10.98,cash,0.48,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5200917724401061
747,spices and herbs,gold,3.49,4,13.96,e-wallet,0.86,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5323214370202418
748,canned foods,standard,8.19,2,16.38,cash,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5159790662799939
749,canned foods,gold,8.99,2,17.98,e-wallet,0.72,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5258548211448221
750,canned foods,non-member,8.19,4,32.76,e-wallet,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5174129129518995
751,canned foods,premium,7.19,2,14.38,debit card,0.66,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5255992944249319
752,canned foods,premium,2.99,4,11.96,cash,0.37,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5255684195429652
753,canned foods,non-member,8.99,4,35.96,credit card,0.72,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5093854323274434
754,packaged foods,premium,2.49,3,7.470000000000001,e-wallet,0.28,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5315256777786658
755,packaged foods,premium,2.49,1,2.49,cash,0.28,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5303094793685097
756,packaged foods,gold,3.49,4,13.96,debit card,0.05,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5309903304515576
757,packaged foods,non-member,6.19,3,18.57,cash,0.56,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5215799040491871
758,packaged foods,non-member,8.49,2,16.98,credit card,0.36,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5115595592153439
759,packaged foods,premium,3.49,1,3.49,e-wallet,0.05,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5304713881440536
760,packaged foods,basic,2.49,2,4.98,credit card,0.28,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.517472142300191
761,packaged foods,basic,6.19,2,12.38,e-wallet,0.56,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5246496947585471
762,packaged foods,standard,2.19,2,4.38,credit card,0.26,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.517479940356241
763,packaged foods,basic,6.19,3,18.57,credit card,0.54,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5152567984597516
764,packaged foods,basic,6.19,2,12.38,cash,0.56,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5226706909523435
765,packaged foods,basic,6.99,3,20.97,e-wallet,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5228227876762249
766,packaged foods,non-member,8.49,4,33.96,cash,0.36,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5192890799634645
767,packaged foods,premium,2.49,3,7.470000000000001,e-wallet,0.28,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5315256777786658
768,packaged foods,premium,2.99,4,11.96,cash,0.47,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5295470140340945
769,condiments and sauces,gold,8.49,2,16.98,credit card,0.23,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5143535329489606
770,condiments and sauces,standard,7.99,3,23.97,credit card,0.67,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5098056851827508
771,condiments and sauces,non-member,7.99,2,15.98,cash,0.19,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5142719589094852
772,beverages,standard,6.19,1,6.19,e-wallet,0.45,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5233034689631358
773,beverages,non-member,15.99,2,31.98,e-wallet,0.16,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5129018381104238
774,dairy,non-member,9.49,4,37.96,cash,0.12,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5128253915700426
775,dairy,gold,7.19,1,7.19,cash,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.522241594601974
776,dairy,non-member,9.49,3,28.47,debit card,0.12,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5143999221112383
777,dairy,non-member,9.19,4,36.76,cash,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5134737695634206
778,dairy,non-member,9.19,1,9.19,debit card,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5145304513164006
779,dairy,standard,7.19,4,28.76,debit card,0.24,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5175708115788217
780,cheese,premium,5.49,3,16.47,debit card,0.5,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5208819206843317
781,cheese,premium,9.99,2,19.98,credit card,0.14,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5065674106133349
782,cheese,non-member,14.99,1,14.99,cash,0.69,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5046159700643902
783,meat,non-member,14.99,3,44.97,credit card,0.11,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5001398791712669
784,meat,premium,20.49,1,20.49,cash,0.44,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5079724250009008
785,meat,basic,11.99,1,11.99,debit card,0.26,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5121528996913193
786,meat,standard,14.99,4,59.96,debit card,0.11,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5110739435791829
787,meat,non-member,11.49,2,22.98,debit card,0.04,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5112326468745547
788,meat,standard,12.19,4,48.76,cash,0.81,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5136731616843953
789,seafood,basic,19.19,3,57.57000000000001,debit card,0.06,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5077027234172149
790,seafood,non-member,10.19,4,40.76,e-wallet,0.41,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5152492718749668
791,seafood,basic,12.99,2,25.98,e-wallet,0.86,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5148656756674554
792,seafood,non-member,19.49,4,77.96,debit card,0.58,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5096342278960262
793,seafood,premium,19.49,3,58.47,debit card,0.58,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.514561535205497
794,seafood,premium,18.49,2,36.98,e-wallet,0.36,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5134145591908743
795,baked goods,gold,8.99,4,35.96,e-wallet,0.5,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.527793323846104
796,baked goods,premium,10.49,2,20.98,credit card,0.74,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.516130168048751
797,baked goods,basic,4.19,2,8.38,cash,0.04,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5210864120474408
798,baked goods,gold,6.49,3,19.47,debit card,0.9,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5308354758814501
799,baked goods,gold,5.99,2,11.98,e-wallet,0.6,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.530230949060323
800,baked goods,premium,8.49,2,16.98,cash,0.2,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5231383724803115
801,baked goods,gold,10.19,2,20.38,credit card,0.64,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5174837014924611
802,baking,non-member,3.99,3,11.97,e-wallet,0.53,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5255948022249399
803,baking,non-member,2.49,3,7.470000000000001,cash,0.73,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5255044586919542
804,snacks,basic,0.19,3,0.5700000000000001,debit card,0.48,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5273674573591031
805,snacks,gold,4.49,4,17.96,cash,0.21,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5276355234012718
806,snacks,non-member,1.19,3,3.57,debit card,0.2,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5244873026732203
807,baby products,basic,14.99,4,59.96,debit card,0.02,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5139735070308497
808,baby products,gold,8.19,2,16.38,debit card,0.41,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5261898324158552
809,pets,standard,9.49,2,18.98,debit card,0.3,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5164174768812997
810,pets,non-member,11.19,1,11.19,credit card,0.36,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5046231330041285
811,personal care,premium,6.99,4,27.96,credit card,0.53,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5193546168676092
812,personal care,non-member,5.49,3,16.47,e-wallet,0.46,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.523262737918181
813,personal care,non-member,16.99,3,50.97,debit card,0.16,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5133060498046764
814,medicine,standard,14.99,1,14.99,e-wallet,0.82,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5160776502728437
815,medicine,non-member,10.19,3,30.57,e-wallet,0.84,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5205809424248695
816,medicine,basic,20.49,4,81.96,cash,0.74,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5128570931049464
817,medicine,non-member,19.99,2,39.98,e-wallet,0.37,-1.8472696245733788,-1.38,-29.81,34.78,10.944368386016361,119.77919936883438,0,no,11,morning,0.5100495274378617
